"","artists","track_name","duration_ms","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"194","XXXTENTACION","Revenge",120026,87,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999
"195","Lil Nas X","THATS WHAT I WANT",143901,87,0.737,0.846,1,-4.51,0,0.22,0.00614,0,0.0486,0.546,87.981
"196","Eminem","The Real Slim Shady",284200,87,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504
"197","Yung Gravy","Betty (Get Money)",146470,87,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004
"198","BLACKPINK","Shut Down",175889,87,0.813,0.657,0,-6.447,1,0.0372,0.00269,0,0.183,0.651,110.053
"199","Bad Bunny","Yonaguni",206710,87,0.644,0.648,1,-4.601,1,0.118,0.276,0,0.135,0.44,179.951
"200","Tainy;Bad Bunny;Julieta Venegas","Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",207301,87,0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888
"201","Bad Bunny","Un Ratito",176936,87,0.787,0.546,0,-7.094,0,0.0532,0.305,4.55e-05,0.122,0.222,93.05
"202","Feid","Feliz Cumpleaños Ferxxo",156400,87,0.87,0.55,5,-5.537,1,0.0722,0.102,0,0.293,0.566,95.019
"203","Bad Bunny","Dos Mil 16",208615,87,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058
"204","Bad Bunny","Un Coco",196412,87,0.839,0.69,11,-4.464,1,0.0615,0.207,8.33e-06,0.176,0.744,151.991
"205","Ed Sheeran","Perfect",263400,87,0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05
"206","Olivia Rodrigo","deja vu",215506,87,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917
"207","Tears For Fears","Everybody Wants To Rule The World",251488,87,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067
"208","WILLOW","Wait a Minute!",196520,86,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
"209","John Legend","All of Me",269560,86,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93
"210","Ariana Grande","Santa Tell Me",204093,86,0.525,0.621,7,-7.364,1,0.116,0.0489,0,0.294,0.591,191.9
"211","James Arthur","Say You Won't Let Go",211467,86,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043
"212","XXXTENTACION","SAD!",166606,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023
"213","Post Malone, 21 Savage","rockstar (feat. 21 Savage)",218147,86,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
"214","Trevor Daniel","Falling",159382,86,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085
"215","Wallows, Clairo","Are You Bored Yet? (feat. Clairo)",178000,86,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023
"216","Lil Peep","Star Shopping",142000,86,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099
"217","Billie Eilish","when the party's over",196077,86,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642
"218","Labrinth","Still Don't Know My Name",153294,86,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643
"219","Lewis Capaldi","Before You Go",215107,86,0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881
"220","Doja Cat","Say So",237893,86,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962
"221","Dua Lipa","Don't Start Now",183290,86,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941
"222","Luke Combs","Forever After All",232533,86,0.487,0.65,0,-5.195,1,0.0253,0.191,0,0.0933,0.456,151.964
"223","21 Savage, Metro Boomin","Runnin",195906,86,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01
"224","21 Savage, Metro Boomin, Drake","Mr. Right Now (feat. Drake)",193839,86,0.647,0.667,5,-5.563,1,0.304,0.231,0,0.133,0.704,172.08
"225","CORPSE, Savage Ga$p","E-GIRLS ARE RUINING MY LIFE!",105176,86,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98
"226","Don Toliver","After Party",167916,86,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948
"227","blackbear","hot girl bummer",188344,86,0.782,0.559,6,-7.106,0,0.0767,0.125,0,0.385,0.685,129.992
"228","Eminem, Juice WRLD","Godzilla (feat. Juice WRLD)",210800,86,0.808,0.745,10,-5.26,0,0.342,0.145,0,0.292,0.829,165.995
"229","Pop Smoke, A Boogie Wit da Hoodie","Hello (feat. A Boogie Wit da Hoodie)",190534,86,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97
"230","Marshmello, Halsey","Be Kind (with Halsey)",172762,86,0.63,0.633,4,-7.088,1,0.0457,0.00775999999999999,0,0.0541,0.452,93.995
"231","Vedo","You Got It",201587,86,0.774,0.376,5,-9.372,1,0.208,0.297,0,0.165,0.391,122.089
"232","Anuel AA, Bad Bunny","Hasta Que Dios Diga",246000,86,0.691,0.765,8,-4.727,1,0.111,0.464,3.29e-06,0.203,0.855,174.021
"233","24kGoldn, Justin Bieber, J Balvin, iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",192745,86,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988
"234","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)",182200,86,0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056
"235","Super Yei, Towy, Osquel, Beltito, Sammy & Falsetto","Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",260545,86,0.863,0.669,6,-5.952,0,0.282,0.111,0,0.0569,0.947,164.062
"236","MEDUZA, Dermot Kennedy","Paradise (feat. Dermot Kennedy)",167903,86,0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114
"237","TWICE","I CAN'T STOP ME",205493,86,0.657,0.88,10,-3.672,0,0.102,0.121,0,0.463,0.769,150.084
"238","Jawsh 685, Jason Derulo, BTS","Savage Love (Laxed – Siren Beat) [BTS Remix]",184905,86,0.758,0.598,0,-5.695,0,0.0868,0.16,0,0.295,0.658,149.836
"239","Sech, J Balvin","La Luz",216747,86,0.665,0.697,9,-4.819,0,0.154,0.427,1.39e-05,0.599,0.556,94.053
"240","Daddy Yankee, Anuel AA, Kendo Kaponi","Don Don",275893,86,0.838,0.819,5,-4.681,0,0.211,0.285,6.3e-05,0.224,0.656,105.027
"241","Rauw Alejandro, Anuel AA","Reloj",231595,86,0.823,0.537,8,-2.639,1,0.209,0.176,3.98e-06,0.123,0.615,175.946
"242","Manuel Turizo","Quiéreme Mientras Se Pueda",191945,86,0.793,0.782,4,-3.945,1,0.0582,0.447,0,0.124,0.81,143.86
"243","Master KG, Nomcebo Zikode","Jerusalema (feat. Nomcebo Zikode)",342613,86,0.88,0.483,1,-7.012,1,0.0504,0.0185,8.75e-06,0.0607,0.827,124.009
"244","KHEA, Lenny Santos","Ayer Me Llamó Mi Ex (feat. Lenny Santos)",206760,86,0.752,0.716,10,-5.2,0,0.0325,0.254,0,0.243,0.553,117.007
"245","The Neighbourhood","Softcore",206280,86,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986
"246","The Killers","Mr. Brightside",222973,86,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033
"247","GAYLE","abcdefu",168601,86,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932
"248","Morgan Wallen","You Proof",157477,86,0.731,0.85,9,-4.913,1,0.0336,0.252,0,0.605,0.644,119.706
"249","Avicii","The Nights",176658,86,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983
"250","Shawn Mendes","There's Nothing Holdin' Me Back",199440,86,0.866,0.813,11,-4.063,0,0.0554,0.38,0,0.0779,0.969,121.998
"251","Tiësto;Ava Max","The Motto",164818,86,0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
"252","XXXTENTACION","Hope",110886,86,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04
"253","Lil Nas X;Jack Harlow","INDUSTRY BABY (feat. Jack Harlow)",212000,86,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995
"254","Eminem;Nate Dogg","Till I Collapse",297786,86,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447
"255","Jack Harlow","First Class",173947,86,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998
"256","Eminem;Dina Rae","Superman",350320,86,0.802,0.755,4,-3.138,0,0.0564,0.0215,0,0.295,0.58,130.027
"257","Måneskin","Beggin'",211560,86,0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002
"258","Surf Curse","Freaks",147062,86,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626
"259","TWICE","Talk that Talk",177466,86,0.772,0.907,3,-2.438,0,0.124,0.136,0,0.334,0.783,119.973
"260","Farruko","Pepas",287120,86,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001
"261","Feid","Prohibidox",166253,86,0.647,0.801,1,-2.946,0,0.249,0.0451,0,0.0628,0.517,180.108
"262","Bad Bunny;Buscabulla","Andrea",339611,86,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071
"263","Ed Sheeran","Shape of You",233712,86,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977
"264","Justin Bieber;Daniel Caesar;Giveon","Peaches (feat. Daniel Caesar & Giveon)",198081,86,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03
"265","Taylor Swift","august",261922,86,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937
"266","Benson Boone","In The Stars",216410,86,0.362,0.54,10,-6.031,1,0.0528,0.338,0,0.139,0.3,78.007
"267","Olivia Rodrigo","happier",175933,86,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924
"268","Imagine Dragons;JID;Arcane;League of Legends","Enemy (with JID) - from the series Arcane League of Legends",173381,86,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011
"269","The Police","Every Breath You Take",253920,86,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401
"270","Eminem","'Till I Collapse",297786,85,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447
"271","Brenda Lee","Rockin' Around The Christmas Tree",126267,85,0.589,0.472,8,-8.749,1,0.0502,0.614,0,0.505,0.898,67.196
"272","Tame Impala","The Less I Know The Better",216320,85,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879
"273","Melanie Martinez","Play Date",179867,85,0.68,0.729,5,-5.077,1,0.0475,0.612,0,0.224,0.446,123.97
"274","XXXTENTACION","Everybody Dies In Their Nightmares",95467,85,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953
"275","Erik Eriksson, White Noise Baby Sleep, White Noise for Babies","Clean White Noise - Loopable with no fade",90228,85,0,0.00342,8,-28.46,1,0,0.791,1,0.111,0,0
"276","Joji","SLOW DANCING IN THE DARK",209274,85,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964
"277","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse",158040,85,0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911
"278","XXXTENTACION","Moonlight",135090,85,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009
"279","XXXTENTACION","changes",121887,85,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934
"280","Kina, Snøw","Get You The Moon (feat. Snøw)",179080,85,0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917
"281","Marshmello, Bastille","Happier",214290,85,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015
"282","Lady Gaga, Bradley Cooper","Shallow",215733,85,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799
"283","Surfaces","Sunday Best",158571,85,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.0714,0.694,112.022
"284","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",167693,85,0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991
"285","Ariana Grande","thank u, next",207320,85,0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966
"286","Ali Gatie","It's You",212607,85,0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971
"287","Shawn Mendes, Camila Cabello","Señorita",190960,85,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.0945,0.75,116.947
"288","Big Sean, Post Malone","Wolves (feat. Post Malone)",199758,85,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048
"289","Ariana Grande","just like magic",149900,85,0.719,0.607,8,-5.156,1,0.165,0.08,0,0.125,0.464,128.006
"290","Ariana Grande, The Weeknd","off the table (with The Weeknd)",239949,85,0.411,0.522,0,-7.295,1,0.0981,0.519,0,0.398,0.382,88.332
"291","Pop Smoke","Got It On Me",164580,85,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834
"292","Travis Scott, Young Thug, M.I.A.","FRANCHISE (feat. Young Thug & M.I.A.)",202795,85,0.835,0.699,8,-5.405,0,0.277,0.00671,0,0.195,0.547,154.981
"293","Noah Cyrus","July",156106,85,0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541
"294","Future, Drake","Life Is Good (feat. Drake)",237735,85,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037
"295","Lil Nas X","HOLIDAY",154998,85,0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947
"296","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS",165978,85,0.716,0.537,0,-7.648,0,0.0514,0.233,0,0.157,0.28,129.979
"297","Billie Eilish","my future",208155,85,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745
"298","BLACKPINK","Lovesick Girls",192760,85,0.658,0.733,6,-4.756,1,0.0586,0.00667999999999999,0,0.118,0.464,127.977
"299","Bad Bunny, Jowell & Randy, Ñengo Flow","Safaera",295177,85,0.607,0.829,2,-4.074,1,0.379,0.0103,0,0.107,0.685,96.172
"300","Bad Bunny","Yo Perreo Sola",172127,85,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.453,97.014
"301","MEDUZA, Becky Hill, Goodboys","Lose Control",168387,85,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935
"302","BLACKPINK","How You Like That",180947,85,0.812,0.8,11,-4.282,1,0.077,0.0375,0.000112,0.0638,0.357,130.036
"303","Pink Sweat$","At My Worst",170345,85,0.813,0.415,0,-5.926,1,0.0349,0.777,0,0.131,0.667,91.921
"304","Jhay Cortez, Bad Bunny","CÓMO SE SIENTE - Remix",227520,85,0.807,0.606,3,-8.871,0,0.088,0.0946,0,0.119,0.304,92.988
"305","K/DA, Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine, League of Legends","MORE",217088,85,0.66,0.787,1,-4.592,0,0.032,0.00257,0,0.323,0.199,142.018
"306","Miley Cyrus, Dua Lipa","Prisoner (feat. Dua Lipa)",169333,85,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99
"307","The Weeknd","In Your Eyes",237520,85,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
"308","Octavian, Skepta","Papi Chulo",161668,85,0.866,0.563,11,-6.964,0,0.108,0.185,0,0.0889,0.307,127.954
"309","Dua Lipa","Break My Heart",221820,85,0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013
"310","Anitta, Myke Towers, Cardi B","Me Gusta (with Cardi B & Myke Towers)",180788,85,0.91,0.604,6,-4.392,0,0.082,0.448,0,0.0863,0.807,110.075
"311","Dua Lipa, Angèle","Fever",156911,85,0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999
"312","Sech","Relación",184255,85,0.805,0.562,7,-3.117,0,0.105,0.125,4.96e-06,0.148,0.767,172.094
"313","Maluma, Myke Towers","Madrid",198570,85,0.764,0.741,9,-3.617,1,0.101,0.239,0,0.107,0.802,170.081
"314","Cali Y El Dandee, Danna Paola","Nada",174027,85,0.684,0.808,0,-2.737,1,0.061,0.0518,1.02e-05,0.0858,0.712,173.905
"315","HVME","Goosebumps",163208,85,0.767,0.659,1,-7.429,1,0.0444,0.325,0,0.13,0.439,124.946
"316","Rauw Alejandro","Enchule",185719,85,0.763,0.666,7,-3.316,1,0.194,0.153,0,0.301,0.587,90.086
"317","Aya Nakamura, Maluma","Djadja (feat. Maluma) - Remix",166851,85,0.791,0.682,5,-7.328,1,0.158,0.175,0,0.0926,0.672,98.031
"318","Radiohead","Creep",238640,85,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844
"319","Linkin Park","In the End",216880,85,0.556,0.864,3,-5.87,0,0.0584,0.00958,0,0.209,0.4,105.143
"320","Adele","Easy On Me",224694,85,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981
"321","Gesaffelstein;The Weeknd","Lost in the Fire (feat. The Weeknd)",202093,85,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966
"322","The Chainsmokers;Coldplay","Something Just Like This",247160,85,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
"323","Marshmello;Jonas Brothers","Leave Before You Love Me (with Jonas Brothers)",154983,85,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976
"324","Avicii","Wake Me Up",247426,85,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
"325","Alesso;Zara Larsson","Words (feat. Zara Larsson)",142677,85,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026
"326","MEDUZA;James Carter;Elley Duhé;FAST BOY","Bad Memories (feat. Elley Duhé & FAST BOY)",148629,85,0.607,0.767,5,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998
"327","David Guetta;Becky Hill;Ella Henderson","Crazy What Love Can Do",169756,85,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872
"328","Alec Benjamin","Let Me Down Slowly",169353,85,0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073
"329","Billie Eilish","Bored",180933,85,0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959
"330","AC/DC","Highway to Hell",208400,85,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728
"331","AC/DC","Back In Black",255493,85,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386
"332","Drake;Wizkid;Kyla","One Dance",173986,85,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967
"333","Eminem;Dido","Stan",404106,85,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063
"334","Måneskin","THE LONELIEST",247067,85,0.519,0.595,2,-5.001,1,0.0283,0.00151,0,0.0762,0.237,129.786
"335","Fujii Kaze","Shinunoga E-Wa",185573,85,0.6,0.76,6,-6.124,0,0.0452,0.166,4.09e-05,0.189,0.519,158.078
"336","BLACKPINK","Pink Venom",186964,85,0.794,0.719,0,-7.227,1,0.0761,0.0119,0,0.276,0.69,90.016
"337","BTS","Yet To Come",193593,85,0.559,0.885,1,-4.515,1,0.189,0.0432,0,0.333,0.683,172.029
"338","IVE","LOVE DIVE",177186,85,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941
"339","Mora;Jhayco","MEMORIAS",228750,85,0.771,0.707,2,-6.404,0,0.055,0.389,0,0.0745,0.317,127.963
"340","Rauw Alejandro;Baby Rasta","PUNTO 40",190654,85,0.873,0.826,0,-0.722,1,0.0876,0.00127,0.0361,0.311,0.201,106.972
"341","Daddy Yankee;Bad Bunny","X ÚLTIMA VEZ",192477,85,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04
"342","Piso 21;Manuel Turizo","Los Cachos",212304,85,0.774,0.73,0,-3.865,1,0.134,0.108,0,0.194,0.421,91.966
"343","Bad Bunny;The Marías","Otro Atardecer",244444,85,0.777,0.595,2,-6.79,1,0.0375,0.59,0.00139,0.0669,0.546,108.02
"344","Feid","Normal",171986,85,0.712,0.557,4,-4.861,0,0.115,0.0397,0,0.27,0.594,170.079
"345","Bad Bunny","Yo No Soy Celoso",230704,85,0.872,0.588,0,-6.276,1,0.0492,0.275,0,0.17,0.93,142.004
"346","Bad Bunny","Me Fui de Vacaciones",180929,85,0.714,0.645,10,-5.493,1,0.0514,0.229,0.00083,0.0942,0.434,85.046
"347","Bon Jovi","Livin' On A Prayer",249293,85,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511
"348","Keane","Somewhere Only We Know",237146,85,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004
"349","Kate Bush","Running Up That Hill (A Deal With God) - 2018 Remaster",300840,85,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296
"350","Jaymes Young","Infinity",237720,85,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963
"351","Taylor Swift","Blank Space",231826,85,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997
"352","Coldplay","Hymn for the Weekend",258266,85,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92e-06,0.325,0.412,90.027
"353","Ed Sheeran","Photograph",258986,85,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989
"354","Taylor Swift","Lover",221306,85,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534
"355","Becky G;KAROL G","MAMIII",226088,85,0.843,0.7,4,-3.563,0,0.0803,0.0934,0,0.14,0.899,93.991
"356","Imagine Dragons","Thunder",187146,85,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997
"357","Panic! At The Disco","House of Memories",208706,85,0.506,0.817,11,-5.051,0,0.0335,0.00272,0,0.0486,0.506,109.952
"358","Twenty One Pilots","Stressed Out",202333,85,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
"359","a-ha","Take on Me",225280,85,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412
"360","Frank Ocean","Pink + White",184516,85,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94
"361","Frank Ocean","Lost",234093,85,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061
"362","Sean Paul","No Lie",221176,84,0.742,0.882,7,-2.862,1,0.117,0.0466,0,0.206,0.463,102.04
"363","Coldplay","Yellow",266773,84,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372
"364","Eminem, Nate Dogg","'Till I Collapse",297787,84,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447
"365","Coldplay","The Scientist",309600,84,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277
"366","Foster The People","Pumped Up Kicks",239600,84,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975
"367","Ed Sheeran","Thinking out Loud",281560,84,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998
"368","The Chainsmokers, Halsey","Closer",244960,84,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01
"369","XXXTENTACION, Trippie Redd","Fuck Love (feat. Trippie Redd)",146520,84,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036
"370","Lil Uzi Vert","XO Tour Llif3",182707,84,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096
"371","Lil Peep, XXXTENTACION","Falling Down - Bonus Track",196400,84,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013
"372","Post Malone","Better Now",231267,84,0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038
"373","Lauv","I Like Me Better",197437,84,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97
"374","Panic! At The Disco","High Hopes",190947,84,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014
"375","Juice WRLD, YoungBoy Never Broke Again","Bandit (with YoungBoy Never Broke Again)",189323,84,0.474,0.631,5,-5.884,0,0.343,0.0687,0,0.132,0.425,180.051
"376","Mustard, Roddy Ricch","Ballin' (with Roddy Ricch)",180435,84,0.809,0.545,7,-6.678,1,0.0735,0.392,0,0.151,0.244,97.008
"377","DaBaby","BOP",159715,84,0.769,0.787,11,-3.909,1,0.367,0.189,0,0.129,0.836,126.77
"378","Chris Brown, Drake","No Guidance (feat. Drake)",260640,84,0.698,0.454,1,-6.756,0,0.151,0.123,0,0.155,0.137,92.932
"379","Post Malone","Wow.",149547,84,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96
"380","JACKBOYS, Travis Scott, Young Thug","OUT WEST (feat. Young Thug)",157712,84,0.802,0.591,8,-4.895,1,0.225,0.0104,0,0.196,0.309,139.864
"381","Lewis Capaldi","Bruises",220492,84,0.736,0.308,4,-7.83,1,0.0677,0.946,0,0.186,0.361,111.202
"382","Sam Fischer","This City",194853,84,0.602,0.377,11,-6.213,1,0.0446,0.731,0,0.0808,0.518,73.877
"383","BENEE, Gus Dapperton","Supalonely",223480,84,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977
"384","BTS, Halsey","Boy With Luv (feat. Halsey)",229773,84,0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991
"385","DDG, Blueface","Moonwalking in Calabasas (feat. Blueface) - Remix",170233,84,0.928,0.341,11,-10.196,0,0.103,0.0614,0,0.162,0.745,129.966
"386","Polo G","21",163798,84,0.783,0.479,7,-10.646,1,0.541,0.149,0,0.101,0.533,176.027
